Ingresso;Paí;Cidade;ID;Nome;Assessor;Carteira
Sep-17-2022;Philippines;Baganga;625540036-0;Merla Gilderoy;App;7,482.00
May-13-2022;Bolivia;Colquechaca;626138346-4;Bria Bullion;App;10,377.00
May-30-2021;Brazil;Jaguaruana;627043846-2;Berte Campion;App;18,294.00
May-30-2021;Brazil;Paiçand;627188136-1;Sutherlan Karczinski;App;14,726.00
Nov-4-2021;Sweden;Haninge;627247725-2;Marguerite Croix;App;11,546.00
May-30-2021;Brazil;Rio Branco do Sul;628602664-9;Phillipe Prys;App;15,128.00
Jun-9-2021;Brazil;Orleans;629089874-4;Stefania Dovey;App;4,854.00
May-30-2021;Portugal;Costa de Rios Frios;630441912-0;Bridget Culbert;App;14,529.00
May-30-2021;Portugal;Corvite;630460013-5;Derry Sewart;App;17,662.00
May-30-2021;Syria;Ma‘d;631921670-0;Ive Seaton;App;6,748.00
May-30-2021;Japan;Fujinomiya;632033096-1;Nero Withur;App;17,482.00
May-30-2021;Thailand;Amphawa;633653093-0;Pearla Bennetto;App;12,601.00
May-30-2021;Russia;Svetlyy;634447203-0;Elisha Brandom;App;16,728.00
May-30-2021;Malaysia;Putrajaya;634767398-3;Halsy Dallyn;App;19,385.00
May-30-2021;Jordan;Jarash;635628673-3;Kelley Vedmore;App;4,865.00
Mar-14-2022;Brazil;São Paul;635772385-1;Clio Skunes;App;9,756.00
May-30-2021;Brazil;São Paul;635884905-0;Randy Gilliatt;App;2,431.00
May-30-2021;Brazil;Ferraz de Vasconcelos;635910373-7;Shamus McCorkell;App;7,902.00
Jul-7-2022;Brazil;Rio;636059831-0;Lissi Caldecutt;App;595.00,
May-30-2021;Brazil;Bela Vista do Paraís;636443912-8;Dorian Menat;App;15,449.00
May-30-2021;Kuwait;Az Zawr;636995579-5;Jethro Goodger;App;18,914.00
May-30-2021;United States;Wilmington;637072075-5;Rosabelle Yakebovitch;App;19,898.00
May-30-2021;Brazil;São Paul;637197755-5;Cassaundra Attwoul;App;12,378.00
Apr-12-2022;United States;New York City;637436650-6;Sarette Yule;App;965.00,
May-15-2023;Argentina;General Manuel J. Campos;637629980-6;Ronda Beet;App;11,906.00
Jan-31-2023;Brazil;Itacoatiara;637807936-6;Starla Crowson;App;8,865.00
May-30-2021;Russia;Berëzovk;637934893-1;Fanechka Bernhardi;App;1,869.00
Apr-30-2022;Portugal;Monte;638267861-9;Lazaro Ballard;App;2,104.00
Oct-4-2022;Brazil;Mendes;638998209-7;Bobinette Narrie;App;1,926.00
Feb-13-2022;Chile;Lo Prado;639052975-9;Adorne Scanlin;App;9,213.00
Dec-24-2021;United States;Tacoma;640045466-7;Patrick Kristof;App;2,951.00
May-30-2021;Portugal;São Pedr;642192548-0;Shari Poat;App;6,477.00
Jan-27-2023;Philippines;Bundoc;642384456-9;Marius Wehden;App;2,634.00
May-30-2021;United States;Sacramento;643623661-9;Sydel Willavize;App;2,707.00
Jun-8-2022;Brazil;São Paul;645107756-9;Mareah Cripwell;App;5,168.00
Jan-6-2022;Colombia;El Retorno;645231156-5;Remington Grandison;App;717.00,
Jun-5-2021;Peru;Bellavista;645441168-0;Edita Tixier;App;2,331.00
May-30-2021;Portugal;Antes;646088234-7;Tyler Benkin;App;4,136.00
May-30-2021;Portugal;Achadinha;646364171-5;Julietta Beardsley;App;13,943.00
Dec-1-2021;Brazil;São Paul;646365331-4;Andrus Belvard;App;7,658.00
May-30-2021;Portugal;Casal Galego;646377277-1;Towny Crebbin;App;16,412.00
May-30-2021;Micronesia;Tonoas Municipal Building;646701925-3;Lyndsie Smallcombe;App;17,827.00
Jan-22-2022;Brazil;SP;647757394-6;Asia Lesley;App;10,455.00
May-30-2021;Thailand;Pom Prap Sattru Phai;647883489-1;Pat Harford;App;12,590.00
May-30-2021;Brazil;Pirapozinho;648060575-6;Annmarie Carvell;App;14,915.00
Nov-6-2022;Poland;Boleszkowice;648158864-2;Charlena Keaveney;App;10,997.00
May-30-2021;Brazil;Rio;648295147-3;Ailyn Jonczyk;App;17,000.00
May-25-2023;Brazil;Amaraji;648906404-9;Thoma Yarnold;App;6,897.00
Feb-14-2023;Mexico;El Mirador;649436695-3;Noble Bowdidge;App;6,580.00
May-30-2021;Sweden;Skellefte�;650270690-8;Angelina Neale;App;16,084.00
May-30-2021;Portugal;Corredoura;650314235-8;Augustine Witty;App;13,575.00
Nov-15-2022;Malaysia;Ipoh;650754761-1;Bernard Rizzardini;App;5,146.00
May-30-2021;Brazil;Juripiranga;651604239-1;Johna Orring;App;17,289.00
May-30-2021;Brazil;Graja�;651871969-9;Kincaid Kemmons;App;14,983.00
May-13-2023;Portugal;Olival Basto;651942625-3;Maighdiln Alaway;App;4,784.00
May-30-2021;Colombia;San Alberto;653535587-1;Mischa Grissett;App;18,862.00
May-30-2021;Angola;Lucapa;654332055-9;Adaline Chantree;App;12,376.00
May-30-2021;Sweden;Skärham;654517755-9;Ryann Kettles;App;18,328.00
Nov-30-2021;Sweden;Linköpin;654805954-9;Dacy Goard;App;8,024.00
Sep-25-2022;Brazil;;655237887-4;Wilfred Galliard;App;9,085.00
May-30-2021;Portugal;Lajeosa;655578723-6;Maxwell Coogan;App;13,345.00
Sep-14-2022;Cameroon;�bolowa;656282575-1;Joelynn Ashford;App;2,434.00
Apr-17-2022;Colombia;Bagad�;656525818-1;Farrah Boerder;App;1,474.00
May-30-2021;Brazil;Curitiba;656718086-2;Horace Grewe;App;1,480.00
May-30-2021;Brazil;Reserva;658108066-7;Esra Gilliver;App;13,645.00
May-30-2021;Brazil;RJ;658247311-5;Norean Korb;App;1,924.00
May-30-2021;Indonesia;Billa;658371184-2;Dalli Platts;App;6,076.00
May-30-2021;South Africa;Vredefort;658455818-5;Lock Pauletti;App;16,754.00
May-30-2021;United States;Long Beach;658602590-7;Mort Overington;App;15,780.00
Feb-25-2022;Philippines;Dassun;659294092-1;Sophia Calvard;App;5,633.00
May-30-2021;Argentina;Tres Arroyos;660737908-7;Augusto Bundey;App;14,634.00
Jan-5-2023;Honduras;Nueva Ocotepeque;661031541-8;Emlynne Coakley;App;4,057.00
Oct-25-2022;United States;Waterbury;661468297-0;Paule Wellbeloved;App;4,343.00
Dec-18-2021;Syria;Al Ḩā;661671981-2;Gabe Paske;App;8,421.00
Feb-23-2023;Brazil;Rio Novo do Sul;662273748-7;Jourdain Hargreves;App;11,194.00
May-30-2021;United States;Colorado Springs;663137822-2;Letti Spires;App;19,326.00
Feb-24-2023;Brazil;Marab�;664250124-1;Harv Dartan;App;6,995.00
Aug-25-2021;Portugal;Coutada;664535455-1;Davina Doe;App;11,594.00
May-30-2021;Colombia;Río Viej;665241429-5;Silvanus Lowell;App;10,434.00
Aug-15-2021;Portugal;Lombo Meã;665920313-3;Gare Gajewski;App;9,841.00
Feb-1-2022;Brazil;São Miguel dos Campo;666055120-4;Marchall Howat;App;710.00,
May-30-2021;Portugal;Lamoso;666181232-1;Toby Stonuary;App;6,674.00
May-30-2021;Micronesia;Lukunor;666985148-0;Heall Lebrun;App;4,956.00
May-30-2021;Colombia;Arboleda;667086466-3;Agustin Whittick;App;14,938.00
May-30-2021;Colombia;El Bagre;669046138-6;Yoshiko Martine;App;17,915.00
May-30-2021;Brazil;Flores da Cunha;669365945-4;Barty Eatherton;App;19,919.00
Oct-9-2021;Philippines;Titay;669574500-5;Anjela Beardsworth;App;3,369.00
May-30-2021;Philippines;Limanancong;669662115-6;Shayne Hendin;App;19,964.00
Jun-30-2022;Brazil;Oró;671105943-3;Renee Portch;App;5,507.00
May-30-2021;Brazil;Porto Alegre;671445186-5;Delainey Guesford;App;19,720.00
Nov-14-2021;Brazil;Garibaldi;671842757-8;Celestyn Geldard;App;2,625.00
May-30-2021;United States;San Jose;672798836-6;Kira Scullard;App;19,876.00
May-30-2021;Portugal;Bairro;674782281-1;Baxie Proppers;App;17,466.00
May-30-2021;Brazil;Caieiras;675622340-2;Alphonso MacDonagh;App;15,338.00
Mar-22-2023;Argentina;San José de Felician;676480269-6;Erhart Kydde;App;5,069.00
May-30-2021;Brazil;SP;676524589-8;Bentlee Mineghelli;App;19,835.00
May-30-2021;Brazil;São Paul;676611537-8;Denver Flaherty;App;18,253.00
Feb-11-2023;Portugal;Carrazeda de Ansiãe;677006511-8;Consuelo Suller;App;2,020.00
May-30-2021;Brazil;Ananindeua;677639079-7;Lusa Olliver;App;15,310.00
May-30-2021;Portugal;Lisboa;677748667-4;Sigismund Spratt;App;16,088.00
May-30-2021;Brazil;Coxim;678157194-1;Lucienne Joder;App;17,165.00
May-30-2021;Brazil;Cambebba;679231552-4;Susie Thormwell;App;19,344.00
Apr-6-2022;Brazil;;679268509-7;Reidar Townley;App;4,722.00
Aug-30-2022;Ukraine;Rozkishne;679911761-2;Edee Coleridge;App;5,235.00
Sep-11-2022;Poland;Rzeszó;681996221-5;Caz Vannacci;App;4,534.00
Jun-16-2021;Brazil;Anicuns;682187381-1;Obie Lante;App;6,724.00
Aug-14-2022;Brazil;Rio;682351491-4;Clemmie McCole;App;7,779.00
May-30-2021;United States;Wilmington;682769003-2;Halie Paulack;App;7,607.00
Jul-7-2021;Brazil;Coronel Vivida;683721997-9;Homere Rosenfeld;App;6,790.00
Jan-14-2023;Portugal;;684439636-8;Tod Steiner;App;3,200.00
May-30-2021;Russia;Kovrov;685307546-3;Ibby Gergus;App;2,285.00
May-30-2021;Brazil;Brumadinho;685765546-4;Selby Burridge;App;9,692.00
Sep-3-2022;Indonesia;Baumata;686632016-1;Aubert Persicke;App;9,447.00
May-30-2021;Colombia;Pore;686665071-2;Shamus McCoole;App;14,121.00
Apr-27-2023;Indonesia;Rappang;687019753-9;Nial Gallymore;App;8,811.00
May-30-2021;Brazil;São Paul;687191764-0;Modesty Colnet;App;9,051.00
May-30-2021;Canada;Matagami;687802360-2;Wenonah McGow;App;8,033.00
Feb-28-2022;Russia;Khorlovo;688840876-0;Edmon Kingsland;App;5,353.00
Dec-30-2022;Portugal;Gondifelos;689862775-9;Suzie Scamel;App;2,581.00
May-30-2021;Portugal;Calvári;690016623-7;Bonita MacManus;App;16,314.00
May-30-2021;Egypt;Fuwah;690576524-4;Ashton Abriani;App;13,046.00
May-30-2021;Indonesia;Campok;690913512-1;Raychel McEntagart;App;19,344.00
May-30-2021;Colombia;Villanueva;691237072-1;Sonny Gadeaux;App;13,808.00
May-30-2021;Brazil;Guapimirim;691392192-6;Curt Minigo;App;6,806.00
May-30-2021;United States;North Little Rock;692355959-6;Rosamond Ponton;App;673.00,
Nov-22-2021;Peru;Socabaya;692902719-7;Anabal Arenson;App;7,206.00
May-30-2021;Philippines;Divisoria;694450074-4;Jdavie McQuillan;App;6,116.00
Nov-16-2021;Czech Republic;Starý Bohum�;695001717-0;Hyman Labat;App;7,297.00
May-30-2021;United States;Jackson;695726319-3;Diarmid Cuttin;App;16,017.00
May-19-2023;United States;Philadelphia;696753883-7;Jillian Kirkam;App;4,497.00
May-30-2021;Argentina;Cerro Azul;697797392-7;Cecelia Myner;App;14,147.00
May-30-2021;United States;Las Vegas;698034969-4;Leonhard Seago;App;4,533.00
May-30-2021;Eritrea;Asmara;698554227-1;Cristian MacFarlan;App;18,703.00
May-30-2021;United States;;698720311-3;Bobbe Hickford;App;15,245.00
Oct-9-2022;Brazil;Patos;699177263-1;Allyn Debnam;App;8,454.00
May-30-2021;Brazil;Curitiba;699785338-2;Walther Swinnerton;App;14,572.00
May-30-2021;Argentina;General Enrique Mosconi;701321057-9;Celle Connock;App;15,560.00
Aug-27-2022;Portugal;Gémeo;702344547-1;Fayth Gourdon;App;834.00,
Jul-26-2022;Poland;Michałowic;702465535-6;Renault Golightly;App;3,866.00
May-2-2023;Brazil;Rio;702889796-6;Payton Walsom;App;5,513.00
Oct-12-2021;Portugal;Boucinhas;703532484-4;Brady Clinnick;App;7,331.00
Oct-1-2021;Portugal;Nagosela;703700294-1;Siusan MacCumiskey;App;4,514.00
May-30-2021;Philippines;Placer;703975740-0;Wallache Prinn;App;16,518.00
Feb-1-2023;Indonesia;Piru;704100091-5;Matelda Rosbrough;App;1,588.00
May-30-2021;United States;Evansville;704144758-8;Marchelle Di Biasi;App;3,955.00
Aug-22-2022;Sweden;Pite�;704433786-4;Timofei Piolli;App;10,205.00
May-30-2021;Indonesia;Bau;704875346-3;Etti Kirke;App;10,250.00
May-30-2021;United States;Tampa;705288727-4;Caresse Creamer;App;13,626.00
May-30-2021;Portugal;Paço de Arco;705561786-3;Frederigo Cosh;App;15,687.00
May-30-2021;Colombia;Cañasgorda;706386854-3;Danit Dabbes;App;13,565.00
May-30-2021;Thailand;Samut Sakhon;706907106-1;Roarke Oulett;App;15,028.00
Jul-28-2022;Sweden;Tanumshede;707089576-3;Sollie Semour;App;11,660.00
May-30-2021;Palestinian Territory;Al Mughayyir;707254673-1;Aron Vecard;App;10,747.00
Jul-3-2021;Brazil;Rio de Janeiro;707377025-2;Reilly MacAvaddy;App;9,497.00
Sep-15-2022;Brazil;São Paul;707930208-0;Etta Bohills;App;7,459.00
May-30-2021;Philippines;Sagana;708515810-7;Adorne Wiggin;App;15,474.00
May-30-2021;Brazil;Arax�;708697139-1;Sarine Imrie;App;12,412.00
Aug-25-2021;Mexico;Rancho Nuevo;709147569-0;Margalo Penddreth;App;5,958.00
May-30-2021;Greece;Antíparo;709201104-3;Lorene Bonafacino;App;18,211.00
May-30-2021;United States;Nashville;709300114-9;Orel Sommerlie;App;4,889.00
May-30-2021;United States;Jackson;709499401-1;Odell Wedgbrow;App;2,414.00
Oct-11-2021;Argentina;Morteros;709766634-1;Barbaraanne Snoday;App;3,057.00
Jul-20-2022;Brazil;Guaxup�;709798665-4;Shurwood Figin;App;11,848.00
Oct-22-2022;Brazil;Irec�;709971452-1;Oswald Lyenyng;App;1,896.00
Apr-6-2022;Czech Republic;Lelekovice;710084276-1;Zachery Palfreyman;App;7,481.00
Oct-31-2022;Portugal;Chaf�;710725382-4;Garrett Hambrick;App;9,337.00
May-30-2021;Colombia;Ríohach;710858633-9;Rafael Treacher;App;3,904.00
May-30-2021;United States;Baltimore;711147436-8;Faustine Duckerin;App;12,066.00
Oct-14-2022;Brazil;Buritama;712055083-7;Donia Raise;App;8,186.00
Apr-24-2022;Portugal;Casais de Vera Cruz;712581218-1;Rheba Radbourne;App;6,331.00
May-30-2021;Indonesia;Aegela;712581283-1;Ann-marie Klosges;App;16,249.00
Mar-31-2023;Russia;Vichuga;712678419-8;Frasco Tooth;App;7,866.00
Dec-1-2021;Poland;Kargowa;713616041-3;Yves Sidwick;App;1,093.00
May-30-2021;Zimbabwe;Bulawayo;714555409-7;Joel Agney;App;19,899.00
May-30-2021;Argentina;Arruf�;715367783-6;Margret McOwan;App;13,488.00
May-30-2021;Portugal;Estoril;715594728-8;Fan Knellen;App;17,087.00
Jun-13-2022;Malaysia;Johor Bahru;715726998-8;Esther Valde;App;1,374.00
Nov-9-2022;Brazil;Caet�;716040821-7;Julienne Kingswood;App;10,985.00
May-30-2021;Portugal;Riba de Ave;716329792-0;Gerta Carreck;App;15,907.00
Feb-27-2022;Argentina;;716510155-1;Perkin Wharf;App;2,827.00
May-30-2021;Ireland;Kinnegad;716559174-5;Anna-diana Gerrie;App;17,121.00
Oct-20-2021;Brazil;Itaitinga;717084564-4;Anna Cordey;App;9,227.00
Nov-15-2021;Indonesia;Dajasongai;718381818-7;Ward Jermin;App;1,961.00
May-30-2021;Colombia;Yumbo;719152212-7;Yance Velten;App;16,374.00
May-30-2021;Colombia;Magangu�;719459956-2;Fidel Affron;App;12,168.00
May-30-2021;Azerbaijan;^uraabad;719530442-6;Markos Taysbil;App;14,243.00
May-30-2021;Portugal;Fortios;720239048-5;Bert Tubb;App;18,236.00
May-30-2021;Sweden;Mönster�;720347001-6;Emile Stading;App;16,395.00
Jun-29-2022;United States;;720546731-4;Dacia Hutsby;App;4,995.00
May-30-2021;Indonesia;Tanjung Palas;720599425-1;Melesa Konig;App;15,630.00
Mar-31-2023;Portugal;Sebadelhe;720799848-1;Cherlyn Lenden;App;11,109.00
May-30-2021;Argentina;General Alvear;720972102-9;Cele Mordan;App;2,318.00
May-30-2021;United States;Albuquerque;721825516-7;Aloysia Weepers;App;18,701.00
Feb-14-2023;Samoa;Falefa;723847233-3;Brenden Delicate;App;8,141.00
May-30-2021;Brazil;Prata;724821835-9;Elvyn Letham;App;19,400.00
Feb-10-2023;Argentina;Cerrillos;724828157-3;Egon Colbert;App;11,103.00
May-30-2021;United States;Harrisburg;724924771-9;Ryann McCaskill;App;14,737.00
May-30-2021;Brazil;Conde;725341776-3;Fletch Gawke;App;19,602.00
May-30-2021;United States;Carson City;726003664-8;Aeriela Pitkethly;App;3,597.00
May-30-2021;Brazil;Cachoeira do Sul;727165260-4;Asia Vallintine;App;19,617.00
May-30-2021;Brazil;;727466721-1;Kevan Varvara;App;19,010.00
Aug-10-2021;United States;Pensacola;727831921-8;Carlynne Keitley;App;8,887.00
May-30-2021;Argentina;La Falda;728336037-9;Kristos Lampbrecht;App;19,738.00
May-30-2021;Brazil;Miguel Calmon;729357859-8;Cari Hellin;App;19,894.00
Sep-16-2021;Poland;Nidek;729431473-1;Andros Hutsby;App;4,104.00
Oct-12-2022;Bulgaria;Bansko;730072039-0;Rozanna Frew;App;7,148.00
May-30-2021;Portugal;Pinhal General;730995032-1;Shelbi Saph;App;5,611.00
May-30-2021;United States;Shreveport;731091866-5;Jennica Drew;App;12,903.00
May-30-2021;Portugal;Portelinha;731573605-0;Emera Buick;App;15,250.00
Nov-20-2022;Brazil;São Francisco do Cond;731586555-1;Dill Peeke-Vout;App;2,292.00
Aug-3-2022;Sweden;Sundbyberg;732239250-7;Lorraine Kench;App;10,565.00
Aug-26-2021;Indonesia;Pekuncen;732305904-6;Zuzana Natte;App;1,931.00
Jul-31-2022;Colombia;Onzaga;733113714-1;Ambur Curtayne;App;4,747.00
May-30-2021;France;Sophia Antipolis;734098982-1;Arielle Baselio;App;16,552.00
May-30-2021;Portugal;Monte de Fralãe;734726252-6;Nikolaus Ortiga;App;13,384.00
Aug-17-2021;United States;;734989091-5;Ludwig Threadgold;App;6,871.00
Mar-27-2022;Brazil;Pirassununga;735013825-3;Elsy McGroarty;App;2,779.00
May-30-2021;Colombia;Cachipay;735160576-9;Burke Feria;App;11,236.00
May-30-2021;Argentina;San Justo;735470075-4;Britt Sinden;App;14,786.00
May-30-2021;United States;Tacoma;735604890-6;Ermentrude Chivrall;App;1,246.00
May-30-2021;Poland;Biała Pisk;736410730-4;Philipa Crowcher;App;17,591.00
May-30-2021;Poland;Pępow;736543492-9;Janot Kelsell;App;15,555.00
Oct-8-2022;Japan;Tsukuba;736717231-1;Bank Shayes;App;9,818.00
Nov-6-2021;Portugal;Serzedo;737120782-3;Jeniffer Lindup;App;4,854.00
May-30-2021;Indonesia;Wongaya Kaja;739556935-0;Aleksandr Yong;App;16,608.00
Jan-2-2023;Argentina;Luján de Cuy;740126574-5;Koral Skyppe;App;1,512.00
May-30-2021;Brazil;São Paul;740593663-6;Fae Duetschens;App;3,023.00
Jun-26-2022;Nigeria;Kankara;741035904-8;Cori Sapsed;App;8,389.00
Nov-29-2022;Czech Republic;Rudolfov;741936473-7;Lucie Pray;App;11,841.00
May-30-2021;Sweden;Karlstad;742135541-3;Dee dee Ruddock;App;9,562.00
May-22-2023;Brazil;;742145191-9;Stewart Sember;App;5,443.00
May-30-2021;Brazil;Colombo;742243162-8;Verne Gontier;App;14,771.00
Jul-20-2022;Brazil;;742272279-7;Tully Braundt;App;3,362.00
Jul-4-2022;United States;Santa Rosa;742446773-5;Kirstin Biskupiak;App;5,688.00
May-30-2021;Guatemala;San Manuel Chaparró;742856905-2;Barnard Janak;App;16,052.00
May-30-2021;Indonesia;Pasarkolot;743209765-8;Sande Flageul;App;18,185.00
May-30-2021;Sweden;Ystad;743633452-2;Emmalynne Ruppeli;App;18,180.00
May-30-2021;Kosovo;Junik;744196749-1;Teresa Stiebler;App;19,153.00
May-30-2021;Argentina;Morteros;744380537-3;Helen Semorad;App;12,633.00
May-30-2021;Canada;Unity;744523738-0;Melli Aspall;App;11,358.00
Oct-1-2021;Argentina;Tecka;745488586-1;Catharina Pyner;App;7,409.00
Oct-14-2022;Brazil;Pelotas;746021288-1;Nikolia Kleinstub;App;8,727.00
May-30-2021;Chile;Teno;746070979-4;Melodee Blinerman;App;12,816.00
Feb-21-2022;Brazil;São José dos Camp;746279719-4;Penelope Ply;App;8,327.00
May-30-2021;Colombia;Lérid;747824405-1;Cherianne Brandino;App;17,248.00
May-30-2021;Czech Republic;Bechyn�;749273296-1;Sheffy Ca;App;12,378.00
Nov-14-2021;United States;North Little Rock;749972773-4;Seline Gioani;App;923.00,
May-30-2021;Brazil;Gurupi;750321111-3;Myrle Lie;App;17,663.00
May-30-2021;Sweden;Hultsfred;750422693-9;Jobi Dowtry;App;15,542.00
May-22-2023;Poland;Mirocin;750718843-4;Corrianne Bovis;App;6,148.00
Apr-11-2022;Argentina;Veinticinco de Mayo;750741160-5;Harlen Goodenough;App;8,862.00
May-22-2023;Brazil;Pantanal;752248894-1;Wilfrid Parkman;App;9,466.00
May-30-2021;Portugal;Miraflores;752331296-9;Revkah Philp;App;17,570.00
Nov-30-2021;Peru;Barranca;752848901-8;Laurette Fanton;App;1,641.00
Mar-23-2022;Russia;Novyye Cherëmushk;753101002-1;Bing Garshore;App;11,689.00
May-30-2021;Portugal;Vale de Rolas;753843059-8;Aleksandr Tiplady;App;14,848.00
May-30-2021;Portugal;Proença-a-Nov;753910761-8;Uri Sorbie;App;7,621.00
Oct-22-2022;Brazil;São Paul;753984149-4;Min Ebbings;App;2,738.00
May-30-2021;Mexico;San Diego;754116407-0;Gerry Culley;App;18,515.00
May-30-2021;Portugal;Vilar do Monte;754833041-3;Lesley Isac;App;18,531.00
May-30-2021;Philippines;Banaba;755039061-4;Leena Linzey;App;13,212.00
Aug-19-2021;Brazil;São Miguel do Igua�;755190884-6;Cleve Cordle;App;8,571.00
May-30-2021;United States;Charlotte;755275487-7;Deina Leathe;App;19,606.00
May-30-2021;Portugal;Loureiro;755860122-3;Kara-lynn Borthe;App;14,423.00
May-30-2021;Colombia;La Unió;755924074-7;Dex Arndtsen;App;1,573.00
May-30-2021;Portugal;Longos;756198189-9;Arvy Crop;App;14,589.00
May-30-2021;Yemen;As Suwayd�;756569415-0;Helenelizabeth O'Donnell;App;18,010.00
Mar-24-2023;Brazil;Pedro Leopoldo;757403144-4;Dora Lanceter;App;2,694.00
Apr-24-2022;United States;Pittsburgh;757774033-0;Sande Billson;App;7,433.00
May-30-2021;Philippines;Bagroy;758002910-3;Adda Baugh;App;6,932.00
May-30-2021;Honduras;San Marcos de Coló;758542812-1;Maurene Kerby;App;12,553.00
Jan-2-2023;Brazil;Parnaíb;758580624-8;Amaleta Baskeyfield;App;1,645.00
Feb-27-2022;Indonesia;Citeureup;758845159-9;Nancee Hamson;App;8,505.00
Jul-25-2021;Indonesia;Parung;758876036-2;Morie Izaac;App;2,253.00
May-30-2021;Brazil;;759937096-1;Dede McAreavey;App;3,256.00
Jan-26-2022;United States;San Francisco;760273098-4;Nan Light;App;4,492.00
May-29-2022;Argentina;Sacanta;760299116-8;Ketti Saltmarshe;App;6,291.00
May-30-2021;United States;Pasadena;760608769-5;Anita Meaton;App;14,813.00
Nov-28-2021;Brazil;Francisco Morato;760789413-6;Isis Cowherd;App;4,926.00
May-30-2021;Russia;Ust’-Omch;761174418-6;Darius Babbs;App;17,447.00
May-30-2021;Philippines;Matungao;763335453-4;Pammie Coltman;App;9,616.00
May-30-2021;Brazil;Cruz Alta;763845921-0;Jamie Reveland;App;13,271.00
May-30-2021;Indonesia;Buaran;763881743-5;Fidelity Brewitt;App;19,165.00
Nov-21-2022;Indonesia;Teluk Pinang;766398839-6;Sanson Casiroli;App;10,037.00
May-30-2021;Colombia;Salamina;766769130-4;Bradly Garza;App;16,469.00
May-30-2021;Chile;Talca;767296510-7;Elane Stawell;App;11,791.00
Oct-14-2022;Brazil;Laguna;768179953-2;Natka Lukock;App;9,696.00
May-30-2021;Brazil;Timbiras;768983876-6;Gus Bosward;App;2,068.00
Apr-28-2023;Italy;Roma;770498913-8;Shayna Ambrosch;App;8,442.00
May-30-2021;Argentina;Chichinales;770572724-2;Ame Teml;App;16,644.00
May-30-2021;Poland;Turze Pole;770611261-6;Annelise Hing;App;17,723.00
May-30-2021;Czech Republic;Xeany nad Labem;771056378-3;Grace Worrell;App;13,311.00
Mar-13-2022;United States;Humble;771497029-4;Filide Ferreli;App;9,005.00
May-30-2021;United States;Houston;772270542-1;Terrance Skedgell;App;17,932.00
May-9-2022;Portugal;Além do Ri;772381937-4;Gavrielle Champe;App;1,846.00
May-30-2021;Bermuda;Hamilton;773768060-8;Iona Jillions;App;2,829.00
May-30-2021;United States;Dayton;774043691-7;Robinett Grange;App;17,263.00
Apr-1-2022;United States;Orlando;774902514-6;Fredrika Glover;App;6,505.00
Aug-22-2021;Brazil;Medeiros Neto;775322293-7;Rica Jeffers;App;7,755.00
May-30-2021;Brazil;Belo Horizonte;775771749-3;Meredith Filyushkin;App;15,476.00
Nov-13-2021;Russia;Yaroslavskaya;776421105-2;Dermot Whylie;App;7,785.00
Mar-24-2022;Brazil;São Paul;776773772-1;Ricca Fendley;App;5,132.00
Jun-13-2022;Portugal;;776842706-8;Benetta Saw;App;5,225.00
May-30-2021;Serbia;Bešk;777796285-1;Merridie Rathbone;App;13,108.00
Jul-17-2022;United States;Chesapeake;778067012-0;Nicholas Enrico;App;5,421.00
Nov-13-2021;Portugal;Leitõe;780008279-2;Christy Noto;App;11,919.00
May-30-2021;Portugal;;780965138-2;Marcia Breawood;App;17,582.00
Aug-3-2022;Indonesia;Polo;781927517-0;Lenette Pizzie;App;3,481.00
May-30-2021;Brazil;Sinop;783116937-7;Neal Kordes;App;6,066.00
Jul-19-2022;Brazil;Candelári;783305912-9;Jerry Coldwell;App;4,425.00
May-30-2021;Brazil;Carpina;784751618-7;Ronald Lockitt;App;17,044.00
Aug-10-2022;Brazil;São Paul;784801680-3;Germana Astie;App;5,189.00
Jun-24-2022;Colombia;Cicuco;785394248-6;Lenora Tenny;App;6,519.00
Nov-8-2021;Russia;Dolinsk;785497252-4;Hatty Groucutt;App;7,680.00
May-30-2021;Portugal;Padre Nabeto;785542776-7;Stanleigh Littlecote;App;19,996.00
May-30-2021;Brazil;;786805979-6;Fidelia Seary;App;7,062.00
May-30-2021;Bolivia;Sotomayor;787001851-1;Homer Domoney;App;9,465.00
Dec-26-2022;Brazil;Rio;787984977-7;Kristopher Tissington;App;7,455.00
May-30-2021;Brazil;Porto Alegre;788224866-5;Temp Broggio;App;19,779.00
Feb-23-2022;Brazil;Curitiba;788471973-8;Morten Wreford;App;9,703.00
May-30-2021;Brazil;Guanhãe;788806384-5;Fredi Davidavidovics;App;12,603.00
Aug-25-2021;Spain;Leon;789029526-1;Dominique Hambrook;App;5,985.00
May-30-2021;Argentina;Chivilcoy;789524490-6;Massimo Medway;App;16,306.00
May-13-2022;Brazil;São Paul;789629791-4;Cindy Panas;App;1,454.00
May-30-2021;Argentina;Leleque;789647796-3;Eunice Blankenship;App;5,702.00
Sep-29-2022;Philippines;Botao;790554048-0;Petronella Allanby;App;1,056.00
Jan-17-2022;Russia;Zavolzh’;790670733-8;Lorie McPaik;App;5,078.00
May-30-2021;Brazil;;791590464-7;Noah Brach;App;731.00,
May-30-2021;Brazil;Jatob�;792691138-0;Sidnee Jacquemet;App;16,946.00
May-30-2021;Argentina;San Carlos de Bariloche;793124168-1;Ofilia Rechert;App;13,030.00
May-30-2021;United States;Hagerstown;793167094-9;William Eddisforth;App;14,700.00
